"ciclo"	"detecMovimiento(preprocess)"	"extraccion_y_descipcion"	"correspondencias"	"homografia"	"convexidad_y_vertices"	"warp_perspective"	"fps"	"fpspromedio"		
524	0,00192251	0,0887625	0,00453561	0,0938219	0,000003003	0,008751	4,62746	34,8299		
525	0,0015474	0,0780329	0,0022662	0,0828394	0,000002654	0	5,54908	34,774		
526	0,00157875	0,0836407	0,00159342	0,0203903	0,00000468	0	8,10406	34,7232		
527	0,00412536	0,103748	0,000768809	0,00644457	0,000002794	0	7,43107	34,6713		
528	0,00156835	0,105219	0,00148237	0,0134567	0,000002793	0	7,2649	34,6193		
529	0,00214097	0,103962	0,00102059	0,0031816	0,000003352	0	7,84019	34,5686		
530	0,0016231	0,097599	0,00183849	0,0382399	0,000002794	0	6,52124	34,5156		
531	0,00223889	0	0	0	0	0	55,0354	34,5543		
532	0,00169706	0	0	0	0	0	51,5037	34,5862		
533	0,00174553	0	0	0	0	0	55,1056	34,6248		
534	0,00163763	0	0	0	0	0	54,8964	34,6628		
535	0,00161724	0	0	0	0	0	52,3091	34,6959		
536	0,00170838	0	0	0	0	0	51,6444	34,7276		
537	0,00175622	0	0	0	0	0	59,4389	34,7737		
538	0,00158727	0	0	0	0	0	61,016	34,8225		
539	0,00186035	0	0	0	0	0	60,2846	34,8699		
540	0,00197238	0	0	0	0	0	53,2198	34,9039		
541	0,00206911	0	0	0	0	0	41,379	34,9159		
542	0,00178821	0	0	0	0	0	51,2927	34,9462		
543	0,00223645	0	0	0	0	0	49,9846	34,9739		
544	0,00177445	0	0	0	0	0	49,3947	35,0005		
545	0,0020682	0	0	0	0	0	62,2864	35,0506		
546	0,00167527	0	0	0	0	0	50,4335	35,0789		
547	0,00214572	0	0	0	0	0	50,8672	35,1078		
548	0,00169993	0	0	0	0	0	50,3832	35,1357		
549	0,00172507	0	0	0	0	0	53,6335	35,1695		
550	0,00165174	0	0	0	0	0	41,0526	35,1802		
551	0,00159775	0	0	0	0	0	62,2781	35,2294		
552	0,00162694	0	0	0	0	0	52,9577	35,2616		
553	0,00157603	0	0	0	0	0	67,7058	35,3204		
554	0,00162946	0	0	0	0	0	54,543	35,3551		
555	0,00157442	0	0	0	0	0	66,8543	35,412		
556	0,0043666	0	0	0	0	0	28,0364	35,3987		
557	0,00164168	0	0	0	0	0	56,8665	35,4373		
558	0,00157833	0	0	0	0	0	66,7691	35,4936		
559	0,00160229	0	0	0	0	0	62,4375	35,5419		
560	0,00227025	0	0	0	0	0	49,1689	35,5662		
561	0,00157778	0	0	0	0	0	63,5366	35,6162		
562	0,00199424	0	0	0	0	0	51,7088	35,6449		
563	0,00165691	0	0	0	0	0	61,5271	35,6909		
564	0,00230224	0	0	0	0	0	48,655	35,714		
565	0,00206785	0	0	0	0	0	58,8204	35,7549		
566	0,00165586	0	0	0	0	0	51,5435	35,7829		
567	0,00171592	0	0	0	0	0	49,8604	35,8077		
568	0,00173163	0	0	0	0	0	34,0962	35,8047		
569	0,00175238	0	0	0	0	0	52,2603	35,8337		
570	0,00163442	0,036207	0,000089745	0,0382399	0	0	17,201	35,8009		
571	0,00160885	0,0450769	0,000121035	0,0382399	0	0	15,9538	35,7661		
572	0,00202085	0,0475197	0,000856808	0,0164431	0,000002584	0	12,123	35,7247		
573	0,00530805	0,0696899	0,00168924	0,0253084	0,000003073	0	8,58294	35,6773		
574	0,00207553	0,0672279	0,00152428	0,0203016	0,000002794	0	9,18307	35,631		
575	0,00778432	0,106837	0,0014242	0,0105504	0,000002863	0	6,9456	35,5811		
576	0,00163938	0,113377	0,000787736	0,022332	0,000002584	0	6,47404	35,5304		
577	0,00161668	0,111797	0,0015916	0,0987409	0,000002584	0	4,3554	35,4763		
578	0,0015659	0,119153	0,00393917	0,057201	0,000003003	0,00855132	4,77072	35,4231		
579	0,00157016	0,11979	0,0061541	0,0236629	0,000003073	0,00850795	5,62572	35,3715		
580	0,00991755	0,120003	0,00506703	0,0241878	0,000002515	0,00849783	5,2201	35,3195		
581	0,0026182	0,121373	0,00447631	0,0801721	0,000003143	0,00843406	4,13704	35,2657		
582	0,00159663	0,119443	0,00621912	0,0297957	0,000003003	0,00843014	5,40894	35,2143		
583	0,00157659	0,124146	0,00588731	0,0288793	0,000002793	0,00842512	5,26704	35,1629		
584	0,00164384	0,130152	0,00616534	0,012465	0,000003143	0,00840933	5,71053	35,1123		
585	0,00325661	0	0	0	0	0	55,8161	35,1478		
586	0,00157407	0,115187	0,00600827	0,0106736	0,000002794	0,00839571	6,34498	35,0986		
587	0,00165153	0,0910381	0,00522228	0,0609791	0,000003003	0,00837036	5,38549	35,0479		
588	0,00163148	0,115397	0,0041489	0,0566757	0,000002863	0,00838712	4,87912	34,9965		
589	0,00155326	0,114965	0,00443566	0,0492368	0,000003283	0,0084541	5,00062	34,9454		
590	0,00158644	0,143463	0,00442966	0,0303485	0,000003143	0,00861027	4,80049	34,8943		
591	0,00158225	0,105475	0,00475274	0,0252138	0,000002514	0,00852925	6,20381	34,8456		
592	0,00167744	0,109592	0,00423194	0,081296	0,000002584	0,00903197	4,42978	34,7942		
593	0,00154299	0,122904	0,00207441	0,0369743	0,000002235	0	5,49747	34,7447		
594	0,00154677	0,0966651	0,0038175	0,124159	0,000003073	0	4,12749	34,6931		
595	0,00185358	0,0730366	0,00448239	0,123276	0,000003352	0,00870909	4,37272	34,642		
596	0,00182564	0	0	0	0	0	50,2993	34,6683		
597	0,00172255	0	0	0	0	0	47,6279	34,6901		
598	0,00164133	0,0843436	0,00328909	0,122824	0,000002724	0	4,40236	34,6393		
599	0,00159936	0,115807	0,00344693	0,108375	0,000003282	0,0090319	3,90883	34,5879		
600	0,00156325	0,127874	0,00532886	0,0156027	0,000002864	0,00847862	5,6508	34,5396		
601	0,00164189	0,161871	0,00100417	0,0188729	0,000002863	0	4,80231	34,4901		
602	0,00157512	0,106678	0,00218902	0,12247	0,000002444	0	4,02157	34,4394		
603	0,00156995	0,0963686	0,000053079	0,12247	0	0	8,66085	34,3966		
604	0,00156311	0,126375	0,00207064	0,025783	0,000003213	0	5,89438	34,3493		
605	0,00162206	0	0	0	0	0	45,1403	34,3672		
606	0,00171243	0	0	0	0	0	51,6559	34,3957		
607	0,0018167	0	0	0	0	0	54,7881	34,4294		
608	0,00160445	0	0	0	0	0	63,0912	34,4766		
609	0,0016157	0,00471608	0,000046025	0,025783	0	0	45,0511	34,494		
610	0,00166151	0,00821678	0,000069003	0,025783	0	0	37,7971	34,4994		
611	0,00167562	0	0	0	0	0	59,312	34,5401		
612	0,00198634	0,0415951	0,000069282	0,025783	0	0	16,1792	34,51		
613	0,0016215	0,0801199	0,000051403	0,025783	0	0	10,323	34,4705		
614	0,00169043	0,017984	0,000068234	0,025783	0	0	27,3113	34,4588		
615	0,00162673	0,113444	0,000905628	0,000639044	0,000003142	0	7,54051	34,415		
616	0,00155068	0,0801241	0,000050215	0,000639044	0	0	10,3384	34,3759		
617	0,00190351	0,0982506	0,000064952	0,000639044	0	0	8,5582	34,3339		
618	0,0015168	0,118154	0,000038552	0,000639044	0	0	7,4953	34,2904		
619	0,00187544	0,11024	0,000037226	0,000639044	0	0	7,84536	34,2477		
620	0,00151101	0,111879	0,000035898	0,000639044	0	0	7,80031	34,2049		
621	0,00156185	0,121865	0,000051682	0,000639044	0	0	7,22214	34,1614		
622	0,00193466	0,125609	0,00124261	0,122739	0,000002933	0	3,68513	34,1123		
623	0,0019105	0,122711	0,0011419	0,0380757	0,000002584	0	5,52663	34,0664		
624	0,00158267	0,104411	0,00126566	0,0751631	0,000002724	0	5,01728	34,0197		
625	0,00193194	0,106988	0,00143279	0,121484	0,000003003	0	4,07677	33,9718		
626	0,00199473	0,0876089	0,00181503	0,0402096	0,000002654	0	6,70579	33,9281		
627	0,00195038	0,0712825	0,000858624	0,00675152	0,000002515	0	10,4896	33,8907		
628	0,00194933	0,100909	0,00132258	0,031335	0,000002724	0	6,47715	33,847		
629	0,00205654	0,115602	0,00476106	0,121411	0,000003073	0,00887126	3,69955	33,799		
630	0,00158651	0,119003	0,00516061	0,12253	0,000003004	0	3,74539	33,7512		
631	0,00162513	0,105989	0,0043374	0,115048	0,000002654	0	4,08013	33,7041		
632	0,00171285	0,115142	0,0067342	0,108588	0,000002934	0,00888614	3,8642	33,6568		
633	0,0016347	0	0	0	0	0	57,0615	33,6938		
634	0,00164245	0,104599	0,00667015	0,121973	0,000002445	0	3,98527	33,6469		
635	0,00161619	0,116388	0,00661883	0,0748546	0,000003701	0,00886882	4,39373	33,6008		
636	0,00178122	0,114789	0,00417195	0,121947	0,000003003	0,00884535	3,73194	33,5537		
637	0,00159139	0,126948	0,00430423	0,1222	0,000002584	0	3,68214	33,5068		
638	0,00217247	0,0813013	0,00320542	0,122514	0,000002654	0	4,45064	33,4611		
639	0,00193802	0,0853864	0,00268266	0,122375	0,000002724	0	4,35762	33,4155		
640	0,00167842	0,0886164	0,00460908	0,121949	0,000003073	0,0087908	4,0923	33,3696		
641	0,00194109	0,0804743	0,00685663	0,0100563	0,000003562	0,0087899	7,7484	33,3296		
642	0,00164531	0,0789184	0,00639128	0,0224231	0,000002864	0,0087848	7,38721	33,2891		
643	0,00157973	0,0944505	0,00638067	0,0929988	0,000002863	0,00885359	4,45082	33,2442		
644	0,00195352	0,0929857	0,0111039	0,010901	0,000003492	0,00924205	6,82128	33,2031		
645	0,00153741	0,0996413	0,00700707	0,00653753	0,000003423	0,00915328	7,06059	33,1625		
646	0,00165411	0,0864579	0,00673699	0,0070672	0,000002864	0,00953293	7,80725	33,1232		
647	0,00164294	0,121567	0,00689833	0,00805077	0,000003003	0,00889032	5,7736	33,0809		
648	0,00159195	0,100472	0,00324683	0,123586	0,000002514	0	4,05421	33,036		
649	0,00201994	0,107955	0,00582438	0,122938	0,000003213	0,00879814	3,70324	32,9907		
650	0,00194018	0,0972764	0,00699331	0,0239417	0,000003283	0,00880401	6,3484	32,9497		
651	0,00222045	0,0894251	0,00664578	0,00714814	0,000003702	0,00879856	7,57569	32,9107		
652	0,00166312	0,0974159	0,00669593	0,0111195	0,000003073	0,00875239	6,88189	32,8707		
653	0,00164112	0,105585	0,00681605	0,00612491	0,000003422	0,00867194	6,84402	32,8308		
654	0,00161032	0,114582	0,00733686	0,00698284	0,000003143	0,00885149	6,23018	32,79		
655	0,00158427	0,114635	0,00671863	0,00658145	0,000003492	0,00861648	6,45344	32,7497		
656	0,00165041	0,0112113	0,00218288	0,015509	0,000003353	0	19,3817	32,7293		
657	0,0019105	0,00714927	0,00137084	0,001596	0,000002305	0	32,0195	32,7283		
658	0,00237382	0	0	0	0	0	41,3754	32,7414		
659	0,00159817	0,107475	0,0071149	0,00717092	0,000003213	0,0184433	5,97561	32,7007		
660	0,00167255	0,0190314	0,00178479	0,0444196	0,000002724	0	12,0142	32,6694		
661	0,00164552	0	0	0	0	0	40,2544	32,6808		
662	0,0022581	0	0	0	0	0	45,2631	32,6999		
663	0,00164475	0	0	0	0	0	34,1425	32,7021		
664	0,00196407	0,120894	0,00668503	0,00619021	0,000002654	0,00860545	6,21574	32,6621		
665	0,00159363	0,14054	0,00665326	0,0180958	0,000003213	0,00866111	5,24565	32,6208		
666	0,00220446	0,0988435	0,0067444	0,0094867	0,000002934	0,00866844	6,87857	32,5821		
667	0,00164294	0,0162162	0,00659082	0,109002	0,000002863	0	6,63865	32,5432		
668	0,00176187	0,0574031	0,00647307	0,0191819	0,000003283	0,00865573	8,81477	32,5076		
669	0,00197999	0,0541674	0,00644087	0,0125211	0,000004051	0,00974329	9,45172	32,4731		
670	0,00169203	0,108012	0,00673385	0,00534723	0,000002654	0,00871887	6,68713	32,4345		
671	0,00162003	0	0	0	0	0	58,6821	32,4737		
672	0,0017405	0	0	0	0	0	47,7439	32,4965		
673	0,00201896	0	0	0	0	0	45,4628	32,5157		
674	0,00159391	0,108643	0,00694931	0,00417858	0,000003003	0,00870434	6,87073	32,4776		
675	0,00162373	0	0	0	0	0	51,5568	32,506		
676	0,00170768	0,100302	0,00648501	0,00488886	0,000003003	0,00910271	7,12774	32,4684		
677	0,00168184	0	0	0	0	0	38,6099	32,4774		
678	0,00198809	0	0	0	0	0	51,3901	32,5054		
679	0,00204396	0	0	0	0	0	37,0577	32,5121		
680	0,00161263	0	0	0	0	0	54,9359	32,5451		
681	0,00162597	0	0	0	0	0	50,3554	32,5713		
682	0,00166948	0	0	0	0	0	48,69	32,595		
683	0,0022252	0	0	0	0	0	48,9571	32,619		
684	0,00170971	0,0231826	0,00446381	0,105676	0,000002934	0,00864819	6,02925	32,58		
685	0,0016224	0	0	0	0	0	48,9286	32,6039		
686	0,00165816	0	0	0	0	0	49,3848	32,6284		
687	0,00165523	0	0	0	0	0	58,6026	32,6663		
688	0,0016868	0	0	0	0	0	48,8397	32,6898		
689	0,00157673	0	0	0	0	0	57,6497	32,7261		
690	0,00225251	0,0115654	0,018615	0,00446053	0,000003213	0	17,2485	32,7037		
691	0,00172269	0	0	0	0	0	44,5553	32,7208		
692	0,00160543	0	0	0	0	0	58,9203	32,7587		
693	0,00164748	0	0	0	0	0	58,0414	32,7953		
694	0,00165041	0	0	0	0	0	59,5663	32,8339		
695	0,00193375	0	0	0	0	0	59,1013	32,8718		
696	0,00198928	0	0	0	0	0	49,7834	32,8961		
697	0,00193592	0	0	0	0	0	54,6746	32,9274		
698	0,00224706	0	0	0	0	0	43,8849	32,9431		
699	0,00163609	0	0	0	0	0	61,5271	32,9841		
700	0,00169092	0	0	0	0	0	37,7658	32,9909		
701	0,00179498	0	0	0	0	0	45,5205	33,0088		
702	0,0016208	0	0	0	0	0	51,3372	33,0349		
703	0,00167332	0	0	0	0	0	59,4675	33,0726		
704	0,00933144	0	0	0	0	0	36,2356	33,0771		
705	0,00205493	0	0	0	0	0	40,7384	33,088		
706	0,00166731	0	0	0	0	0	51,2138	33,1137		
707	0,00162534	0	0	0	0	0	47,8785	33,1346		
708	0,00159426	0	0	0	0	0	50,8049	33,1596		
709	0,00161752	0,100976	0,0065061	0,00720499	0,000003073	0,00868527	7,06589	33,1227		
710	0,00170628	0	0	0	0	0	51,7088	33,149		
711	0,00167709	0	0	0	0	0	50,3808	33,1732		
712	0,00160334	0	0	0	0	0	54,8003	33,2036		
713	0,00231949	0	0	0	0	0	45,706	33,2212		
714	0,00196462	0	0	0	0	0	48,0288	33,242		
715	0,00312734	0	0	0	0	0	47,2481	33,2616		
716	0,00167653	0,119304	0,006495	0,0064466	0,000003073	0,0091215	6,24754	33,2238		
717	0,00207022	0,112427	0,00672945	0,00914064	0,000002794	0,00868541	6,13885	33,186		
718	0,00160369	0,0135033	0,00315834	0,123189	0,000002374	0	6,32004	33,1485		
719	0,00168044	0,114069	0,00666275	0,0206539	0,000003282	0,00867019	5,9992	33,1107		
720	0,0016025	0,111273	0,00642795	0,0173352	0,000002863	0,00868549	6,10046	33,0731		
721	0,00160906	0,121945	0,00716784	0,00765268	0,000002794	0,0086579	5,99337	33,0355		
722	0,00159265	0,117918	0,00679713	0,0107771	0,000003143	0,00906542	6,08051	32,9981		
723	0,0016136	0,112337	0,0067731	0,0115962	0,000003353	0,00875644	6,3589	32,9612		
724	0,00161891	0,127266	0,00683233	0,0190871	0,000002863	0,00866502	5,54223	32,9233		
725	0,00157833	0,105974	0,00656128	0,0200748	0,000002933	0,00879087	6,06509	32,8862		
726	0,00159866	0,101376	0,00650002	0,0123458	0,000003353	0,00868597	6,74828	32,8502		
727	0,00160411	0,0975446	0,0067532	0,00973107	0,000003422	0,00872739	7,07283	32,8147		
728	0,00157107	0,0858949	0,00660779	0,0269074	0,000003073	0,00868723	6,92157	32,779		
729	0,00161283	0,091227	0,00664774	0,0304142	0,000003562	0,00872306	6,32512	32,7427		
730	0,00164427	0,0998696	0,00651099	0,00927816	0,000003353	0,00883634	7,05802	32,7075		
731	0,00235881	0,096619	0,00647349	0,021924	0,000002933	0,00890618	6,42971	32,6715		
732	0,00161696	0,0846981	0,00675669	0,008116	0,000003003	0,0088663	7,81464	32,6375		
733	0,00195198	0	0	0	0	0	58,5037	32,6728		
734	0,00156988	0	0	0	0	0	53,3728	32,701		
735	0,00165285	0,0906047	0,00666268	0,0079201	0,000002863	0,00906179	7,07089	32,6661		
736	0,00163016	0	0	0	0	0	41,513	32,6782		
737	0,00202525	0	0	0	0	0	45,8214	32,696		
738	0,00162757	0,015669	0,00301839	0,132853	0,000002654	0	5,90584	32,6597		
739	0,00207092	0	0	0	0	0	51,4904	32,6852		
740	0,00168051	0,0988534	0,0066712	0,0109015	0,000002723	0,00924547	7,03706	32,6505		
741	0,00159063	0,0984838	0,00641202	0,0101105	0,000002933	0,00885324	7,02953	32,6159		
742	0,0018255	0,0944208	0,00713299	0,0328592	0,000002933	0,0088471	6,16037	32,5802		
743	0,00161109	0,103501	0,00696222	0,0220504	0,000003492	0,00888488	6,22561	32,5446		
744	0,00220627	0,0620207	0,00617422	0,0244799	0,000003003	0,00902002	8,17292	32,5118		
745	0,00341271	0,0879519	0,00617694	0,0470705	0,000003282	0,0089272	5,898	32,4761		
"suma"	1,48530187	27,62159359	1,322897352	18,923064888	0,000851365	1,60827705	24162,19084	30224,4466		
"promedio"	0,0019936938	0,0370759646	0,0017757011	0,0254000871	1,14277181208054E-006	0,0021587611	32,4324709262	40,6242561828		
"desviacion"	1,80743138988108E-006	0,0023899329	7,21707493137948E-006	0,001818143	2,35856106076351E-012	1,52028794574313E-005	504,7659666496	46,0011904331		
										
"suma"	2,9145290112	54,2003867896	2,5958512469	37,1317256853	0,0016705883	3,1558366787			100	50,961986115
"promedio"										73,1251324595
